STUDY_ID,CENT_LAT,CENT_LONG,TITLE,BIOME_MAP,CLIMATE,REALM,TAXA,Duration,CONTACT_1,CONTACT_2,sites_n
627,55.680062,8.604672,"LTER Norholm Hede, Denmark Plants","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,91,Inger Kappel Schmidt,NA,1
628,50.128403,9.282551,LTER Rhine-Main Observatory Aquatic Invertebrates,Small river ecosystems,Temperate,Freshwater,Invertebrates,16,Peter Haase,NA,3
629,46.731228,8.300349,LWF Swiss Long-term Forest Ecosystem Research vegetation monitoring (large circular plots),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,18,Anne Thimonier,NA,16
630,46.731228,8.300349,LWF Swiss Long-term Forest Ecosystem Research vegetation monitoring (quadrats),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,17,Anne Thimonier,NA,16
631,35.98651,140.3577,"NIES Fish monitoring data in Lake Kasumigaura, 2005-2021",Large Lake Ecosystems,Temperate,Freshwater,Fish,17,Shin-ichiro S. Matsuzaki,Kumiko Totsu,2
632,33.45984,-112.0508,"Point-count bird censusing: long-term monitoring of bird abundance and diversity along the Salt River in the greater Phoenix metropolitan area, ongoing since 2013",Small river ecosystems,Temperate,Terrestrial,Birds,6,Heather Bateman,Paige Warren,7
633,6.953661,99.578229,"SeagrassNet monitoring, southern Andaman coast of Thailand 2006-2009",Tropical Coral,Tropical,Marine,Plants,4,Ekkalak Rattanachot,NA,21
634,62.417468,17.222083,"Swedish Bird Survey (Fixed Routes), Birds 1996-2019",Multiple,Polar/Temperate,Terrestrial,Birds,24,Ake Lindstrom,"Martin Green, Mathieu Blanchet",716
635,62.316845,17.211944,"Swedish Bird Survey (Fixed Routes), Mammals 2011-2019",Multiple,Polar/Temperate,Terrestrial,Mammals,9,Ake Lindstrom,"Martin Green, Mathieu Blanchet",584
636,46.2512,-89.5034,"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 1984-1995",Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,12,Stephen Carpenter,Mike Pace,1
637,46.2512,-89.5034,"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 2013-2015",Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,3,Stephen Carpenter,Mike Pace,1
638,46.2512,-89.5034,Cascade Project at North Temperate Lakes LTER Core Data Zooplankton 1984 - 2016,Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,33,Stephen Carpenter,Mike Pace,1
639,-5.462134,123.738,"Operation Wallacea marine site in Hoga, Indonesia - Wakatobi National Park",Tropical Coral,Tropical,Marine,Fish,11,Dan Exton,NA,6
640,15.95596,-87.21924,"Operation Wallacea reef fish surveys at Utila, Honduras",Tropical Coral,Tropical,Marine,Fish,8,Dan Exton,NA,16
641,0,0,Regional Watershed Monitoring Program Fish Community Data (2018-2021),Small river ecosystems,Temperate,Freshwater,Fish,4,Jan Moryk,NA,46
642,43.83516,-79.48421,"Regional Watershed Monitoring Program Benthic Macroinvertebrate Data, 2013-2021",Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,8,Jessica Fang,Ryan Scott,142
643,41.6336,12.3858,Back into the past: Resurveying random plots to track community changes in Italian coastal dunes.,"Mediterranean Forests, woodlands and scrubs",Temperate,Terrestrial,Plants,14,Marta Sperandii,NA,1
644,43.69809,-79.27963,TRCA Waterfront Fish Data 2000 - 2018,Large lake ecosystems,Temperate,Freshwater,Fish,19,general,Angela Wallace,165
645,-148.0499,65.0828,"Bonanza Creek LTER: Tree Inventory Data from 1989 to present at Core research sites in Interior Alaska, Bonanza Creek LTER",Boreal forests / Taiga,Polar/Temperate,Terrestrial,Plants,31,Data Manager (not named),Keith Van Cleve,84
646,42.454274,-84.011964,Cross-Scale Interactions and the Distribution-Abundance Relationship ,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Amphibians,15,Earl Werner,NA,1
647,51.65654,-128.12955,Heatwave restructures marine intertidal communities across a stress gradient,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,12,Matthew Whalen,NA,373
648,34.33517,-106.69717,"Bee species abundance and composition in three ecosystem types at the Sevilleta National Wildlife Refuge, New Mexico, USA",Deserts and xeric shrublands,Temperate,Terrestrial,Invertebrates,18,Karen Wright,Melanie Kazenel,3
649,44.829468,-114.469234,Complex life histories predispose aphids to recent abundance declines,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,17,Sanford D. Eigenbrode,Michael Crossley,22
650,43.075,141.3333,Bees and their floral visits in Sapporo in 1979 and 1989,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,11,Takeshi Matsumura,Hisatomo Taki,2
651,14.9,148.6,"More coral, more fish? Contrasting snapshots from a remote Pacific atoll",Tropical Coral,Tropical,Marine,Fish,29,Ricardo Beldade,NA,1
652,43.577212,-77.671815,"Density data for Lake Ontario benthic invertebrate assemblages, 1990-1995",Large lake ecosystems,Temperate,Freshwater,Invertebrates,6,Lyubov E. Burlakova,NA,61
653,43.62586,-77.834925,"Density data for Lake Ontario benthic invertebrate assemblages, 1997-1999",Large lake ecosystems,Temperate,Freshwater,Invertebrates,3,Lyubov E. Burlakova,NA,248
654,43.627777,-77.833696,"Density data for Lake Ontario benthic invertebrate assemblages, 2008-2013",Large lake ecosystems,Temperate,Freshwater,Invertebrates,6,Lyubov E. Burlakova,NA,65
655,32.6166,106.75,"Quadrat-based monitoring of desert grassland vegetation at the Jornada Experimental Range, New Mexico, 1915â€“2016","Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,102,Erica Christensen,Jornada Data Manager,1
656,36.033333,138.083333,Long-term zooplankton community records Lake Suwa (1996-2017),Large lake ecosystems,Temperate,Freshwater,Invertebrates,22,Masaki Sakamoto,Yuichi Miyabara,1
657,48.6,1.53,"Flora at LTSER Zone Atelier Armorique - France, 1994-2017 [Data set]","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,24,Audrey Alignier,Yuichi Miyabara,1
658,-22.805027,-49.236776,"Herpethofauna from Aguas Santa Barbara, 2016-2020","Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Multiple,5,Marcio Martins,"Filipe C. Serrano, Bruno F. Fiorillo",14
659,53.593589,-3.069399,Ainsdale Dune Slacks LTE,Flooded grasslands and savannas,Temperate,Terrestrial,Plants,37,Jonathan Millett,"Ciara Dwyer, Sally Edmonson",27
660,-24.10088,-45.698666,Alcatrazes_monitoring_program,Tropical Coral,Tropical,Marine,Fish,10,Juan Pablo Quimbayo,NA,7
661,-0.590254,-47.59021,"Fishes inhabiting tidepools in the Tablado Beach, Amazonian Coastal Zone, during the Wet Season",Multiple,Tropical,Marine,Fish,4,Bruno Eleres Soares,Luciano Fogaca de Assis Montag,24
662,-13.68121,-47.811804,,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,2,Cassy Anne Rodrigues,Alessandra Fidelis,6
663,-19.27457,-43.56238,Dynamic and diverse amphibian assemblages: Can we differentiate natural processes from human induced changes?,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Freshwater,Amphibians,19,Nathalia G. S. Lima,Paula C. Eterovick,16
664,32.41716,34.869514,Coastal batoid surveys in the Levant,Temperate Shelf and seas ecoregions,Temperate,Marine,Fish,7,Shahar Chaikin,NA,1
665,-24.169677,-47.994858,Birds from Carlos Botelho Park ,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Birds,2,Alexsander Zamorano Antunes,NA,6
666,-27.635997,-48.512956,Dung beetles from Santa Catarina Island,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Invertebrates,4,Malva Isabel Medina Hernandez,NA,10
667,-21.455087,-44.463294,Fish assemblage distribution along free-flowing rivers entering a reservoir cascade,Large river ecosystems,Tropical,Freshwater,Fish,3,Paulo S.Pompeu,NA,10
668,32.70925,-17.02983,Insectivorous bats responses to land-use change and wildfires in Madeira island.,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Mammals,6,Diogo F. Ferreira,Rym Nouioua,58
669,40.556059,8.661328,Phytoplankton Lake Bidighinzu,Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,28,Bachisio Mario Padedda,Antonella Luglie,1
670,42.5881,7.837698,Climate change transforms the functional identity of Mediterranean coralligenous assemblages,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,20,Daniel Gomez-Gras,NA,3
671,19.28479,47.19404,Long-term species loss and homogenization of moth communities in Central Europe,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,48,Anu Valtonen,NA,7
672,15.37196,-61.27903,Operation Wallacea: Dominica birds,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,3,Andrew Fairbairn,Thomas E. Martin,8
673,-0.440622,-76.30419,Operation Wallacea: Ecuador Amphibians,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Amphibians,3,Oliver Thomas,Thomas E. Martin,5
674,-0.440622,-76.30419,Operation Wallacea: Ecuador Reptiles,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Reptiles,3,Oliver Thomas,Thomas E. Martin,5
675,15.51859,-88.24686,Operation Wallacea: Honduras Bats,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,14,Pamela Medina-van Berkum,Merlijn Jocque,7
676,40.48262,-74.59923,Operation Wallacea: Honduras Birds,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,14,Samuel E.I. Jones,Thomas Edward Martin,128
677,-15.48274,46.67886,Operation Wallacea: Madagascan Amphibians,Tropical and subtropical dry broadleaf forests,Tropical,Terrestrial,Amphibians,7,Peter R. Long,Thomas E. Martin,11
678,-15.48328,46.68531,Operation Wallacea: Madagascan Reptiles,Tropical and subtropical dry broadleaf forests,Tropical,Terrestrial,Reptiles,8,Peter R. Long,Joseph P. Wayman,12
679,18.37347,-89.52128,Operation Wallacea: Mexico Amphibians ,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Amphibians,5,Kathy Slater,Jose Antonio L. Barao-Nobrega,20
680,18.38075,-89.68896,Operation Wallacea: Mexico Butterflies,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Kathy Slater,Jose Antonio L. Barao-Nobrega,2
681,18.37347,-89.52128,Operation Wallacea: Mexico Large Mammal Transects,Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Mammals,5,Kathy Slater,Jose Antonio L. Barao-Nobrega,20
682,46.10085,24.82553,Operation Wallacea: Romania Birds Point Count,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,6,Joseph J. Bailey,Thomas E. Martin,320
683,46.09879,24.83012,Operation Wallacea: Romanian Butterflies,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,6,Joseph J. Bailey,Thomas E. Martin,100
684,-20.957421,-42.337185,Ornamental aquaculture in streams,Tropical and subtropical moist broadleaf forests,Tropical,Freshwater,Fish,13,Andre L. B. Magalhaes,"Jean Ricardo Simoes Vitule, Vanessa Daga",5
685,13.37,50.36,Plant succession in reclaimed areas,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,6,Petr Pysek,NA,1
686,29.508715,34.921117,Reef fish in the Israeli Gulf of Aqaba,Tropical Coral,Temperate/Tropical,Marine,Fish,8,Tal Gavriel,"Assaf Zvuloni, Jonathan Belmaker",78
687,-1.807982,-56.08788,"Fishes inhabiting tidepools in the Tablado Beach, Amazonian Coastal Zone, during the Wet Season",Small Lake Ecosystems,Tropical,Freshwater,Fish,4,Bruno Eleres Soares,Erica Caramaschi,1
688,56.994106,-3.114283,Long term damselfly monitoring in North East Scotland ,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,9,Lesley Lancaster,Rob Fitt,94
689,41.538394,2.139946,"SEMICE, Common small mammals monitoring in Spain","Mediterranean Forests, woodlands and scrubs",Temperate,Terrestrial,Mammals,14,Ignasi Torre,NA,12
690,-4.530888,55.56077,Seychelles algae benthic cover,Tropical Coral,Tropical,Marine,Plants,15,Nick Graham,Shaun Wilson,16
691,-4.530888,55.56077,Seychelles hard coral benthic cover,Tropical Coral,Tropical,Marine,Invertebrates,15,Nick Graham,Shaun Wilson,21
692,-4.530888,55.56077,Seychelles reef fish,Tropical Coral,Tropical,Marine,Fish,29,Nick Graham,Shaun Wilson,21
693,38.47801,-85.65998,North American Amphibian Monitoring Program (NAAMP) anuran detection data from the eastern and central United States (1994-2015),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Amphibians,22,Evan H. Campbell Grant,NA,11756
694,34.4,-119.8,"SBC LTER: Beach: Time series of abundance of birds on selected beaches, ongoing since 2008",Temperate Shelf and seas ecoregions,Temperate,Terrestrial,Birds,12,Jenifer E Dugan,NA,6
695,25.216667,-80.216667,"Changes in the reef-coral community of Carysfort reef, Key Largo, Florida: 1974 to 1982",Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,9,Phillip Dustan,NA,1
696,56.63,3.15,Long-term environmental monitoring for assessment of change: measurement inconsistencies over time and potential solutions,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,16,Kari E. Ellingsen,NA,11
697,46.54,2.26,Disentangling the latitudinal and altitudinal shifts in in community composition induced by climate change: The case of riparian birds,Large river ecosystems,Temperate,Terrestrial,Birds,22,Elie Gaget,NA,304
698,42.49,7.83,Climate change transforms the functional identity of Mediterranean coralligenous assemblages,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,20,Daniel Gomez-Gras,NA,3
699,48.737685,-125.118645,"Signals of resilience and change in tidepool fish communities on the Pacific coast of Vancouver Island, Canada",Temperate Shelf and seas ecoregions,Temperate,Marine,Fish,51,Amanda E. Bates,John M. Green,1
700,46.1,-89.7,"Macrophyte abundance data for ten lakes in Vilas County, WI, USA, 1987-2020",Small Lake Ecosystems,Temperate,Freshwater,Plants,34,Daniel K. Szydlowski,NA,71
701,46.1,-89.7,"Aquatic snail abundance data for ten lakes in Vilas County, WI, USA, 1987-2020",Small Lake Ecosystems,Temperate,Freshwater,Invertebrates,34,Daniel K. Szydlowski,NA,163
702,33.6,-112.1,"Point-count bird censusing: long-term monitoring of bird abundance and diversity in central Arizona-Phoenix, ongoing since 2000",Deserts and xeric shrublands,Temperate,Terrestrial,Birds,24,Paige S. Warren,NA,117
703,39.8,3.1,"GOB Winter count of waterfowl, waders and seagulls in the Balearic Islands, 1998-2021",Small Lake Ecosystems,Temperate,Freshwater,Birds,24,Patrick Moussa,GOB-Mallorca,1
704,51.295,-0.383,"Changes in breeding bird populations of an oak-wood on Bookham Common, Surrey, over twenty-seven years",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,27,Geoffrey Beven,NA,1
705,37.65,-0.67,Estudio de seguimiento de las reservas marinas de Cabo de Palos - Islas Hormigas y Cabo TiÃ±oso,Temperate Shelf and seas ecoregions,Temperate,Marine,Fish,23,J.A. Garcia Charton,NA,1
706,37.94,-2.87,Long-term dynamics of Mediterranean frugivorous birds and fleshy fruits: a 12-year study,"Mediterranean Forests, woodlands and scrubs",Temperate,Terrestrial,Birds,13,Carlos M. Herrera,NA,1
707,44.61,12.18,Population trends of Laridae and Sternidae breeding in the Comacchio Laggon (NE Italy) between 1977 and 2001,Small Lake Ecosystems,Temperate,Marine,Birds,25,Pierandrea Brichetti,NA,1
708,37,-6.4,Terrestrial reptile counts in DoÃ±ana 2005-2021,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Reptiles,17,Ana C. Andreu,Rosa Arribas,1
709,36.95,-6.34,Aerial censuses of waterbirds at Guadalquivir Marshes (Censos AÃ©reos - ICTS-RBD),Flooded grasslands and savannas,Temperate,Terrestrial,Birds,51,Javier Bustamante,NA,3
710,40.7,0.7,Cens Internacional d'ocells aquÃ tics i marins hivernants a Catalunya de gener de 2021,Large river delta ecosystems,Temperate,Marine,Birds,37,Ricard Gutierrez,NA,1
711,65.975,16.05,"The composition and dynamics of the passerine bird community in a subalpine birch forest, Swedish Lapland. A 20-year study",Boreal forests / Taiga,Polar/Temperate,Terrestrial,Birds,20,NA,NA,1
712,17.97,-66.86,Long-term decline of a winter-resident bird community in Puerto Rico,Tropical and subtropical dry broadleaf forests,Tropical,Terrestrial,Birds,22,Jon Faaborg,NA,1
713,51.583333,11.833333,Temporal dynamics of marginal steppic vegetation over a 26-year period of substantial environmental change,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,26,Silvia Matesanz,NA,1
714,45.593511,-78.524058,Long-term dynamics of small-mammal populations in Ontario,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,44,John M. Fryxell,NA,1
715,37.93,-122.735,"Interspecific interactions, population variation, and environmental forcing in the context of the community","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,28,Elizabeth L. Porzig,NA,1
716,69.15,29.25,"Waterfowl counts in Pasvik nature reserve, 1996-2020",Large river ecosystems,Polar,Freshwater,Birds,25,Morten Gunther,Tor-Arne Bjorn,1
717,55.33,50.91,Long-term woodpecker winter population dynamics in the Tatarstan Republic,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,25,Arthur Askeyev,Oleg Askeyev,1
718,61.11,-165.17,"Nest population size and potential production of geese and spectacled eiders on the Yukon-Kuskokwim Delta, Alaska, 1985-2013",Large river delta ecosystems,Polar,Marine,Birds,29,Julian B. Fischer,NA,1
719,61.11,-165.17,"Nest population size and potential production of geese and spectacled eiders on the Yukon-Kuskokwim Delta, Alaska, 1985-2013",Large river delta ecosystems,Polar,Marine,Birds,26,Julian B. Fischer,NA,1
720,74.47,-20.57,BioBasis Zackenberg - Breeding birds abundance,Polar Ecoregions,Polar,Terrestrial,Birds,25,Niels Martin Schmidt,Jannik Hansen,1
721,29.35709,112.92465,CERN Long-term Monitoring Dataset of Plant Communities in Dongting Lake Beach (2011-2015),Large lake ecosystems,Temperate/Tropical,Freshwater,Plants,5,Xie Yonghong,NA,2
722,39.41444,100.1192,"CERN Gansu Linze desert plant communities, 2005-2008â€” soil macrofauna",Deserts and xeric shrublands,Temperate,Terrestrial,Plants,4,NA,NA,1
723,39.37306,100.0636,"CERN Gansu Linze desert plant communities, 2005-2008â€” station monitoring",Deserts and xeric shrublands,Temperate,Terrestrial,Plants,3,NA,NA,1
724,39.39972,100.1119,CERN Gansu Linze desert plant communities 2005-2008â€” auxiliary monitoring,Deserts and xeric shrublands,Temperate,Terrestrial,Plants,3,NA,NA,1
725,49.35111,120.11917,CERN A dynamic dataset of plant community composition in HulunBuir Stipa Baicalensis meadow steppe (2009â€“2015),"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,7,XIN Xiaoping,NA,1
726,26.83333,109.75,CERN Biomass data of Huitong Chinese fir forest Station from 1973 to 2007,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,NA,NA,1
727,47.58611,133.5008,"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2013 â€“ 2015",Flooded grasslands and savannas,Temperate,Freshwater,Plants,3,TAN Wenwen,ZHAO Zhichun,1
728,47.58611,133.5008,"CERN A plant community dataset of marsh ecosystem for Sanjiang Plain, China 2000 â€“ 2012",Flooded grasslands and savannas,Temperate,Freshwater,Plants,13,TAN Wenwen,ZHAO Zhichun,1
729,33.43611,108.4475,"CERN Observational data of plant community species composition of QinLing Station in Shanxi province, 2007-2008",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,2,NA,NA,1
730,29.80806,121.7867,"CERN Zhejiang Tiantong soil macrofauna community, 2007-2009",Tropical and subtropical moist broadleaf forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Fangfang Yao,Xihua Wang,1
731,53.484610000000004,-3.27464,UK Environmental Change Network (ECN) bat data: 1993-2015,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,23,"Rennie, S.",NA,10
732,51.323118,-1.780866,ECN Vegetation Woodland VW 2017,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,22,"Monteith, D.",NA,4
733,-13.22431,132.06918,"Three Parks Savanna Fire-effects Plot Network: Plot-based Vegetation Sampling Data, Northern Territory, Australia, 1994-2016","Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,23,Jeremy Russell-Smith,Peter Jacklyn,218
734,-13.22431,132.06918,"Three Parks Savanna Fire-effects Plot Network: Plot-based Vegetation Sampling Data, Northern Territory, Australia, 1994-2016","Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,23,Jeremy Russell-Smith,Peter Jacklyn,215
735,23.169499,112.548068,"CERN Guangdong Dinghu Mountain soil macrofauna community, 2004 to 2005",Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Invertebrates,2,Qianmei Zhang,NA,3
736,23.169499,112.548068,CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - herbs,Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,2,Qianmei Zhang,NA,3
737,23.169499,112.548068,CERN Guangdong Dinghu Mountain plant community composition from 2003 to 2008 - shrub,Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,7,Qianmei Zhang,NA,3
738,22.679444,112.899861,"CERN Guangdong Heshan soil macrofauna community, 1994-2005 ",Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Invertebrates,12,Raoxing Quan,NA,4
739,43.548767,116.616258,"CERN Inner Mongolia Xilingol plant assemblage monitoring, 2005-2008","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,4,"Xingguo Han, Yongfei Bai, Qingmin Pan, Nianpeng He",NA,2
740,37.463194,105.004861,"CERN Ningxia Shapotou desert fauna community, 2003-2008",Deserts and xeric shrublands,Temperate,Terrestrial,Invertebrates,5,"Xinrong Li, Haiyan Zhou, Xinping Wang",NA,2
741,31.430562,120.173735,"CERN Jiangsu Taihu Lake phytoplankton community composition, 1991-2008",Large lake ecosystems,Temperate/Tropical,Freshwater,Multiple,16,Guangwei Zhu,NA,8
742,29.800741,121.791111,A dataset of species composition and biomass in successional stages of Tiantong typical evergreen broad-leaved forest (2008â€“2017),Temperate broadleaf and mixed forests,Temperate/Tropical,Terrestrial,Plants,10,Haibo Yang,NA,3
743,22.68021,112.9006,"Assemblages of herbs in Heshan station in Guangdong Province China, 2005-2007",Temperate broadleaf and mixed forests,Tropical,Terrestrial,Plants,3,Xing-Quang Rao (饶兴权),NA,2
744,22.68021,112.9006,"Assemblages of shrubs in Heshan station in Guangdong Province China, 2005-2007",Temperate broadleaf and mixed forests,Tropical,Terrestrial,Plants,3,Xing-Quang Rao,NA,2
745,47.58333,133.5167,"Observational data of  bird community species composition of Sanjiang station in Heilongjiang Province China, 2001-2005",Small Lake Ecosystems,Temperate,Terrestrial,Birds,6,Sanjiang station in Heilongjiang Province China,NA,1
746,47.58855,133.5018,"Observational data of  plant community species composition of Sanjiang station in Heilongjiang Province China, 2000-2006",Small Lake Ecosystems,Temperate,Terrestrial,Plants,7,Sanjiang station in Heilongjiang Province China,NA,2
747,49.423,119.95,"Plant community monitoring data in the Inner Mongolia Hulun Buir research station, 2006-2008 ","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,3,Ruirui Yan (闫瑞瑞),NA,1
748,31.43332,120.1827,TaiHu lake's zooplankton community composition data of 8 plots from the year 1997 to 2002 ,Large lake ecosystems,Temperate,Freshwater,Invertebrates,6,Shen Min,NA,8
749,29.57597,101.9967,Observational data on shrub composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Yang Yang (杨阳),NA,2
750,29.57597,101.9967,Observational data on tree composition at Gongga Mountain in Sichuan Province of China in the year 1999 and 2005,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Yang Yang (杨阳),NA,2
751,21.93468,101.2505,"Plant compositions in the herbaceous layer of forest communities in Xishuangbanna, Sichuan Province of China from 1999 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,6,Yan Luo (罗艳),NA,6
752,21.93468,101.2505,"Plant compositions in the shrub layer of forest communities in Xishuangbanna, Sichuan Province of China from 2001 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,6,Yan Luo (罗艳),NA,6
753,21.93468,101.2505,"Plant compositions in the tree layer of forest communities in Xishuangbanna, Sichuan Province of China from 1998 to 2006",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Plants,9,Yan Luo (罗艳),NA,6
754,47.1017,-99.11116,Cottonwood Lake Study Area - Invertebrate Counts (ver. 2.0),"Temperate grasslands, savannas and shrublands",Temperate,Freshwater,Invertebrates,30,U.S. Geological Survey - ScienceBase,Northern Prairie Wildlife Research Center,17
755,47.101695,-99.111165,Cottonwood Lake Study Area - Amphibians (ver. 2.0),"Temperate grasslands, savannas and shrublands",Temperate,Freshwater,Amphibians,29,David M Mushet,"Matthew J Solensky, npwrc_datamanager",17
756,0,0,Data from: Using beta diversity to inform agricultural policies and conservation actions on Mediterranean farmland,"Mediterranean Forests, woodlands and scrubs",Temperate,Terrestrial,Birds,18,Joana Santana,NA,71
761,-20.74986,-51.65748,"Amphibians and reptiles of TrÃªs Lagoas, Mato Grosso do Sul, Brazil","Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Multiple,5,Luis Felipe Toledo,NA,1
762,-29.76981,-53.83972,Anurans Pitfall Traps Southern Brazil,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Amphibians,3,Tiago Gomes dos Santos,Sonia Zanini Cechin,3
763,53.40316,-0.82965,Slug Numbers â€“ Beckingham 1999 â€“ 2002 (series 1999-2001),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,3,Chris du Feu,NA,1
764,53.40316,-0.82965,Slug Numbers â€“ Beckingham 1999 â€“ 2002 (series 2001-2002),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,2,Chris du Feu,NA,1
765,46.73247,10.68279,"Abundances of stream benthic macroinvertebrates during a 6-year monitoring period of a glacier-fed stream in South Tyrol, Italy",Small river ecosystems,Temperate,Freshwater,Invertebrates,6,Alberto Scotti,Roberta Bottarin,3
766,46.73247,10.68279,"Abundances of stream benthic macroinvertebrates and related environmental variables of a glacier-fed stream in South Tyrol, Italy (2016-2022)",Small river ecosystems,Temperate,Freshwater,Invertebrates,7,Alberto Scotti,Roberta Bottarin,3
767,60.22233,19.94463,Data from: Maintained functional diversity in benthic communities in spite of diverging functional identities,Temperate Shelf and seas ecoregions,Temperate,Marine,Invertebrates,41,Benjamin Weigel,Erik Bonsdorff,16
768,53.35103,13.68903,Farmland bird monitoring data in North-east Germany 1999-2002 &amp; 2013-2015,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,17,Michael Glemnitz,NA,123
769,-38.75158,-62.37986,BahÃ­a Blanca Estuary Puerto Cuatreros - Ciliates (1986-2006),Temperate Shelf and seas ecoregions,Temperate,Marine,Multiple,21,Valeria Ana Guinder,M. Celeste Lopez-Abbate,1
770,-40.46329,-60.53496,"Protistan plankton. El RincÃ³n inner-shelf area, North Patagonian Continental Shelf, Argentina",Temperate Shelf and seas ecoregions,Temperate,Marine,Multiple,4,Valeria A. Guinder,Carola Ferronato,51
771,-40.39435,-57.77074,"Protistan plankton. Mid-shelf and shelf-break area, North Patagonian Continental Shelf, Argentina",Temperate Shelf and seas ecoregions,Temperate,Marine,Multiple,4,Valeria A. Guinder,Carola Ferronato,32
